case_id,benchmark_version,snapshot_date,product_id,drug_codes,din_list,brand_name,language,split,stratum,input,expected_output,evaluation_type,source_metadata
hc_dpd_8ce998c96692e890_fr,0.2.0,2026-07-02,hc_dpd_8ce998c96692e890,"[""76056""]","[""02275058""]",TEVA-VENLAFAXINE XR,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 76056
DIN: 02275058
NOM_COMMERCIAL: TEVA-VENLAFAXINE XR
INGRÉDIENTS_ACTIFS:
- NOM=Venlafaxine (Chlorhydrate de venlafaxine); CONCENTRATION=150; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Capsule (à libération prolongée)
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: TEVA CANADA LIMITED","{""din"":[""02275058""],""brand_name"":""TEVA-VENLAFAXINE XR"",""active_ingredients"":[{""name"":""Venlafaxine (Chlorhydrate de venlafaxine)"",""strength"":150,""unit"":""MG""}],""dosage_forms"":[""Capsule (à libération prolongée)""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""TEVA CANADA LIMITED""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[3686],""drug.txt"":[3686],""form.txt"":[3725],""ingred.txt"":[5353],""route.txt"":[4399],""schedule.txt"":[3746],""status.txt"":[19481]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""76056""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_8cf50dc8ef061983_en,0.2.0,2026-07-02,hc_dpd_8cf50dc8ef061983,"[""100899""]","[""02519755""]",M-METRONIDAZOLE,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 100899
DIN: 02519755
BRAND_NAME: M-METRONIDAZOLE
ACTIVE_INGREDIENTS:
- NAME=METRONIDAZOLE; STRENGTH=500; UNIT=MG
DOSAGE_FORMS: CAPSULE
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: MANTRA PHARMA INC","{""din"":[""02519755""],""brand_name"":""M-METRONIDAZOLE"",""active_ingredients"":[{""name"":""METRONIDAZOLE"",""strength"":500,""unit"":""MG""}],""dosage_forms"":[""CAPSULE""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""MANTRA PHARMA INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11144],""drug.txt"":[11144],""form.txt"":[11402],""ingred.txt"":[16127],""route.txt"":[13450],""schedule.txt"":[11486],""status.txt"":[44518]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""100899""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_8cf50dc8ef061983_fr,0.2.0,2026-07-02,hc_dpd_8cf50dc8ef061983,"[""100899""]","[""02519755""]",M-METRONIDAZOLE,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 100899
DIN: 02519755
NOM_COMMERCIAL: M-METRONIDAZOLE
INGRÉDIENTS_ACTIFS:
- NOM=Métronidazole; CONCENTRATION=500; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Capsule
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: MANTRA PHARMA INC","{""din"":[""02519755""],""brand_name"":""M-METRONIDAZOLE"",""active_ingredients"":[{""name"":""Métronidazole"",""strength"":500,""unit"":""MG""}],""dosage_forms"":[""Capsule""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""MANTRA PHARMA INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11144],""drug.txt"":[11144],""form.txt"":[11402],""ingred.txt"":[16127],""route.txt"":[13450],""schedule.txt"":[11486],""status.txt"":[44518]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""100899""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_8d598c727ed09639_en,0.2.0,2026-07-02,hc_dpd_8d598c727ed09639,"[""74940""]","[""02263998""]",STREPSILS EXTRA BLACK CHERRY,en,census,multi_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 74940
DIN: 02263998
BRAND_NAME: STREPSILS EXTRA BLACK CHERRY
ACTIVE_INGREDIENTS:
- NAME=HEXYLRESORCINOL; STRENGTH=2.4; UNIT=MG
- NAME=LEVOMENTHOL; STRENGTH=4; UNIT=MG
DOSAGE_FORMS: LOZENGE
ROUTES: ORAL
SCHEDULES: NON-PRESCRIPTION DRUGS
PRODUCT_STATUS: MARKETED
COMPANY: RECKITT BENCKISER (CANADA) INC","{""din"":[""02263998""],""brand_name"":""STREPSILS EXTRA BLACK CHERRY"",""active_ingredients"":[{""name"":""HEXYLRESORCINOL"",""strength"":2.4,""unit"":""MG""},{""name"":""LEVOMENTHOL"",""strength"":4,""unit"":""MG""}],""dosage_forms"":[""LOZENGE""],""routes"":[""ORAL""],""schedule"":[""NON-PRESCRIPTION DRUGS""],""product_status"":""MARKETED"",""company"":""RECKITT BENCKISER (CANADA) INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[3508],""drug.txt"":[3508],""form.txt"":[3540],""ingred.txt"":[5087,5088],""route.txt"":[4191],""schedule.txt"":[3557],""status.txt"":[18569]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""74940""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_8d598c727ed09639_fr,0.2.0,2026-07-02,hc_dpd_8d598c727ed09639,"[""74940""]","[""02263998""]",STREPSILS EXTRA BLACK CHERRY,fr,census,multi_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 74940
DIN: 02263998
NOM_COMMERCIAL: STREPSILS EXTRA BLACK CHERRY
INGRÉDIENTS_ACTIFS:
- NOM=Hexylrésorcinol; CONCENTRATION=2.4; UNITÉ=MG
- NOM=Lévomenthol; CONCENTRATION=4; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Pastille
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sans ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: RECKITT BENCKISER (CANADA) INC","{""din"":[""02263998""],""brand_name"":""STREPSILS EXTRA BLACK CHERRY"",""active_ingredients"":[{""name"":""Hexylrésorcinol"",""strength"":2.4,""unit"":""MG""},{""name"":""Lévomenthol"",""strength"":4,""unit"":""MG""}],""dosage_forms"":[""Pastille""],""routes"":[""Orale""],""schedule"":[""Médicaments sans ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""RECKITT BENCKISER (CANADA) INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[3508],""drug.txt"":[3508],""form.txt"":[3540],""ingred.txt"":[5087,5088],""route.txt"":[4191],""schedule.txt"":[3557],""status.txt"":[18569]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""74940""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_9025e62cb0c4c724_en,0.2.0,2026-07-02,hc_dpd_9025e62cb0c4c724,"[""100878""]","[""02519534""]",PANTOPRAZOLE MAGNESIUM,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 100878
DIN: 02519534
BRAND_NAME: PANTOPRAZOLE MAGNESIUM
ACTIVE_INGREDIENTS:
- NAME=PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE); STRENGTH=40; UNIT=MG
DOSAGE_FORMS: TABLET (DELAYED-RELEASE)
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: SIVEM PHARMACEUTICALS ULC","{""din"":[""02519534""],""brand_name"":""PANTOPRAZOLE MAGNESIUM"",""active_ingredients"":[{""name"":""PANTOPRAZOLE (PANTOPRAZOLE MAGNESIUM HEMIPENTAHYDRATE)"",""strength"":40,""unit"":""MG""}],""dosage_forms"":[""TABLET (DELAYED-RELEASE)""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""SIVEM PHARMACEUTICALS ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11131],""drug.txt"":[11131],""form.txt"":[11388],""ingred.txt"":[16105],""route.txt"":[13432],""schedule.txt"":[11473],""status.txt"":[44490]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""100878""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_9025e62cb0c4c724_fr,0.2.0,2026-07-02,hc_dpd_9025e62cb0c4c724,"[""100878""]","[""02519534""]",PANTOPRAZOLE MAGNESIUM,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 100878
DIN: 02519534
NOM_COMMERCIAL: PANTOPRAZOLE MAGNESIUM
INGRÉDIENTS_ACTIFS:
- NOM=Pantoprazole (Hémipentahydrate de pantoprazole magnésien); CONCENTRATION=40; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé (à libération retardée)
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: SIVEM PHARMACEUTICALS ULC","{""din"":[""02519534""],""brand_name"":""PANTOPRAZOLE MAGNESIUM"",""active_ingredients"":[{""name"":""Pantoprazole (Hémipentahydrate de pantoprazole magnésien)"",""strength"":40,""unit"":""MG""}],""dosage_forms"":[""Comprimé (à libération retardée)""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""SIVEM PHARMACEUTICALS ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[11131],""drug.txt"":[11131],""form.txt"":[11388],""ingred.txt"":[16105],""route.txt"":[13432],""schedule.txt"":[11473],""status.txt"":[44490]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""100878""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_938e7c3643f3e477_en,0.2.0,2026-07-02,hc_dpd_938e7c3643f3e477,"[""102521"",""102522""]","[""02536439"",""02536447""]",NRA-METFORMIN,en,census,multi_variant,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 102521
DIN: 02536439
BRAND_NAME: NRA-METFORMIN
ACTIVE_INGREDIENTS:
- NAME=METFORMIN HYDROCHLORIDE; STRENGTH=500; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: NORA PHARMA INC

VARIANT 2
DRUG_CODE: 102522
DIN: 02536447
BRAND_NAME: NRA-METFORMIN
ACTIVE_INGREDIENTS:
- NAME=METFORMIN HYDROCHLORIDE; STRENGTH=850; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: NORA PHARMA INC","{""din"":[""02536439"",""02536447""],""brand_name"":""NRA-METFORMIN"",""active_ingredients"":[{""name"":""METFORMIN HYDROCHLORIDE"",""strength"":500,""unit"":""MG""},{""name"":""METFORMIN HYDROCHLORIDE"",""strength"":850,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""NORA PHARMA INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[12073,12074],""drug.txt"":[12073,12074],""form.txt"":[12344,12345],""ingred.txt"":[17526,17527],""route.txt"":[14532,14533],""schedule.txt"":[12486,12487],""status.txt"":[46599,46601]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""102521"",""102522""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_938e7c3643f3e477_fr,0.2.0,2026-07-02,hc_dpd_938e7c3643f3e477,"[""102521"",""102522""]","[""02536439"",""02536447""]",NRA-METFORMIN,fr,census,multi_variant,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 102521
DIN: 02536439
NOM_COMMERCIAL: NRA-METFORMIN
INGRÉDIENTS_ACTIFS:
- NOM=Chlorhydrate de metformine; CONCENTRATION=500; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: NORA PHARMA INC

VARIANTE 2
DRUG_CODE: 102522
DIN: 02536447
NOM_COMMERCIAL: NRA-METFORMIN
INGRÉDIENTS_ACTIFS:
- NOM=Chlorhydrate de metformine; CONCENTRATION=850; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: NORA PHARMA INC","{""din"":[""02536439"",""02536447""],""brand_name"":""NRA-METFORMIN"",""active_ingredients"":[{""name"":""Chlorhydrate de metformine"",""strength"":500,""unit"":""MG""},{""name"":""Chlorhydrate de metformine"",""strength"":850,""unit"":""MG""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""NORA PHARMA INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[12073,12074],""drug.txt"":[12073,12074],""form.txt"":[12344,12345],""ingred.txt"":[17526,17527],""route.txt"":[14532,14533],""schedule.txt"":[12486,12487],""status.txt"":[46599,46601]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""102521"",""102522""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_954fdf40fe058d39_en,0.2.0,2026-07-02,hc_dpd_954fdf40fe058d39,"[""95848"",""95849""]","[""02469677"",""02469685""]",PINAVERIUM,en,census,multi_variant,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 95848
DIN: 02469677
BRAND_NAME: PINAVERIUM
ACTIVE_INGREDIENTS:
- NAME=PINAVERIUM BROMIDE; STRENGTH=50; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: AA PHARMA INC

VARIANT 2
DRUG_CODE: 95849
DIN: 02469685
BRAND_NAME: PINAVERIUM
ACTIVE_INGREDIENTS:
- NAME=PINAVERIUM BROMIDE; STRENGTH=100; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: AA PHARMA INC","{""din"":[""02469677"",""02469685""],""brand_name"":""PINAVERIUM"",""active_ingredients"":[{""name"":""PINAVERIUM BROMIDE"",""strength"":50,""unit"":""MG""},{""name"":""PINAVERIUM BROMIDE"",""strength"":100,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""AA PHARMA INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[8780,8781],""drug.txt"":[8780,8781],""form.txt"":[8946,8947],""ingred.txt"":[12479,12480],""route.txt"":[10386,10387],""schedule.txt"":[8996,8997],""status.txt"":[38614,38619]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""95848"",""95849""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_954fdf40fe058d39_fr,0.2.0,2026-07-02,hc_dpd_954fdf40fe058d39,"[""95848"",""95849""]","[""02469677"",""02469685""]",PINAVERIUM,fr,census,multi_variant,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 95848
DIN: 02469677
NOM_COMMERCIAL: PINAVERIUM
INGRÉDIENTS_ACTIFS:
- NOM=Bromure de pinavérium; CONCENTRATION=50; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: AA PHARMA INC

VARIANTE 2
DRUG_CODE: 95849
DIN: 02469685
NOM_COMMERCIAL: PINAVERIUM
INGRÉDIENTS_ACTIFS:
- NOM=Bromure de pinavérium; CONCENTRATION=100; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: AA PHARMA INC","{""din"":[""02469677"",""02469685""],""brand_name"":""PINAVERIUM"",""active_ingredients"":[{""name"":""Bromure de pinavérium"",""strength"":50,""unit"":""MG""},{""name"":""Bromure de pinavérium"",""strength"":100,""unit"":""MG""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""AA PHARMA INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[8780,8781],""drug.txt"":[8780,8781],""form.txt"":[8946,8947],""ingred.txt"":[12479,12480],""route.txt"":[10386,10387],""schedule.txt"":[8996,8997],""status.txt"":[38614,38619]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""95848"",""95849""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_95f3965543966087_en,0.2.0,2026-07-02,hc_dpd_95f3965543966087,"[""13120""]","[""01938371""]",EXTRA STRENGTH SINUTAB SINUS DAYTIME,en,census,multi_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 13120
DIN: 01938371
BRAND_NAME: EXTRA STRENGTH SINUTAB SINUS DAYTIME
ACTIVE_INGREDIENTS:
- NAME=ACETAMINOPHEN; STRENGTH=500; UNIT=MG
- NAME=PSEUDOEPHEDRINE HYDROCHLORIDE; STRENGTH=30; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: NON-PRESCRIPTION DRUGS
PRODUCT_STATUS: MARKETED
COMPANY: MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","{""din"":[""01938371""],""brand_name"":""EXTRA STRENGTH SINUTAB SINUS DAYTIME"",""active_ingredients"":[{""name"":""ACETAMINOPHEN"",""strength"":500,""unit"":""MG""},{""name"":""PSEUDOEPHEDRINE HYDROCHLORIDE"",""strength"":30,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""NON-PRESCRIPTION DRUGS""],""product_status"":""MARKETED"",""company"":""MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1071],""drug.txt"":[1071],""form.txt"":[1072],""ingred.txt"":[1584,1585],""route.txt"":[1264],""schedule.txt"":[1073],""status.txt"":[5288]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""13120""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
